word,synonym,description
"네트웨어 NFS, NetWare Network File System, NetWare NFS",,노벨(Novell)사의 통신망 운영 체계인 네트웨어(NetWare) 3.X 및 4.X의 서버상에 선 마이크로시스템즈(Sun Microsystems)사의 유닉스(Unix)용 분산 파일 시스템인 네트워크 파일 시스템(NFS)을 실현하는 소프트웨어. 네트웨어 NFS는 유닉스 워크스테이션이나 기타 NFS 클라이언트 머신으로 하여금 네트웨어 서버상의 파일들을 마치 NFS 서버상의 파일들과 같이 접속할 수 있게 해 준다.
"네트웨어 관리 시스템, -管理-, NetWare Management System, NMS",,"노벨(Novell)사의 통신망 운영 체계인 네트웨어(NetWare)의 서버 유틸리티. 간이 망 관리 프로토콜(SNMP)을 사용하여 망을 구성하는 허브(hub), 라우터(router), 브리지(bridge) 등 각 기기를 감시 및 제어하는 소프트웨어이다."
"네트웨어 디렉터리 서비스, NetWare Directory Services, NDS",,"미국 노벨(Novell)사의 통신망 운영 체제인 네트웨어(NetWare) 4.X가 제공하는 디렉터리 서비스. 일반적으로 약어 NDS로 부른다. NDS는 ITU-T 권고 X.500과 호환성이 있는 전역 이름 서비스(global name service)로, 다른 공중 디렉터리와 호환성이 있으며 사용자, 사용자 그룹, 서버, 서버 볼륨(server volume), 프린터 등 근거리 통신망(LAN)상에 존재하는 모든 자원에 관한 정보를 관리한다. NDS는 네트웨어 2.X와 3.X에서 사용된 바인더리(bindery) 파일을 대신하는 것으로, 그것과 하향 호환성이 있다. 바인더리 파일과 달리 통신망상의 모든 서버를 관리하도록 설계되었으며, 이 능력을 지원하기 위해 NDS 데이터베이스가 복제되어 통신망에 공개되게 한다. 그래서 사용자가 특정한 서버에 로그인하는 것이 아니라 통신망에 로그인한다. NDS는 모든 통신망 자원을 NDS 데이터베이스상의 객체로서 관리한다. 각 객체는 속성(property)을 포함한다. 예를 들어, 사용자 객체는 로그인 아이디(ID), 암호, 이름, 주소, 전화 및 노드 주소를 포함한다. NDS 데이터베이스는 나무(트리) 구조의 계층형 구조로 되어 있어서 복수 LAN의 자원뿐만 아니라 망 간 연동에 의한 광역 통신망(WAN) 등 어떤 다국적 기업 전체의 통신망 자원에 대한 관리와 접속 수단을 제공할 수 있다."
"네트웨어 링크 서비스 규약, -規約, NetWare Link Services Protocol, NLSP",,"네트워크상에서 최적 경로를 계산하는데 사용하는 경로 설정 프로토콜 중의 하나. 미국 노벨(Novell)사의 네트웨어 4.1에 채용되었다. 네트웨어 3.x 이전 판에서는 RIP(routing information protocol)을 채용했으나 네트웨어 4.1부터는 RIP와 NLSP 양쪽을 지원하기 때문에 이용자가 어느 것이나 선택할 수 있다. RIP의 경우 단대단의 경유 경로(route) 수를 기준해서 경로를 결정하는데, NLSP는 경유하는 근거리 통신망(LAN)이나 광역 통신망(WAN)의 데이터 전송 속도 등을 근거로 경로를 결정한다. 또 RIP는 라우터간에 정기적으로 경로 정보를 주고받을 수 있지만, NLSP는 경로 정보의 변경이 생긴 경우에만 라우터간 경로 정보를 교환한다. 따라서 LAN-WAN 접속 시 WAN의 통화량을 줄일 수 있는 이점이 있다."
"네트웨어 코어 프로토콜, NetWare Core Protocol, NCP",,"네트웨어(NetWare)에 사용되는 데이터 송수신용 통신 규약. 망간 패킷 교환(IPX)의 상위 계층에 적합하며, TCP/IP의 사용자 데이터그램 프로토콜(UDP)에 상당하는 비연결형 규약이다. 네트웨어 5.0부터는 인터넷 프로토콜(IP)상에서도 동작 가능하게 되었다. NCP는 요금 계산 기능, 사용자나 네트워크 등록 정보, 디렉터리, 파일, 메시지 및 프린트 등 네트웨어 서버의 기본 서비스를 사용할 때 활용된다. 통상 한 패킷마다 확인 응답을 되돌려 주지만 NCP 확장 기능의 PBP(Packet Burst Protocol)에서는 복수의 NCP 패킷에 대하여 1개의 확인 응답을 되돌려 주면 끝나므로 전송 효율이 향상된다."
"네트웨어 파일 시스템, NetWare File System, NWFS",,"다수의 정보 볼륨을 가진 기억 장치 서버들로 구성된 파일 시스템. 노벨 네트웨어(Novell NetWare) 운영 체제(OS)에서 동작된다. 첫 볼륨을 SYS라 부르고, 다음 볼륨부터는 VOL1, VOL2 등으로 이름이 지정되며, 각 볼륨은 자체 디렉터리를 가지고 있다. 네트웨어 볼륨은 물리적 하드디스크 기억 장치 공간으로서 어느 때나 추가해서 늘리거나 기존 볼륨에 합칠 수 있으며, 네트웨어 디렉터리 서비스(NDS: NetWare Directory Services)의 디렉터리 트리에서 하나의 객체로 표현되므로 네트워크 상에서 볼륨 위치를 쉽게 알 수 있다. 또한 파일 압축, 블록 부분 할당, 파일 복구, 손상된 섹터를 가려내는 디스크 장애 자동 처리, 실패한 트랜잭션을 재생하기 위한 트랜잭션 추적 기능 등이 있다."
"네티즌, Netizen",동의어 : 누리꾼,"네트워크 시민(network citizens)이라는 의미. 통신망상에서는 정치, 경제, 문화, 비즈니스, 생활 등 다양한 정보가 유통되고 있으며 가상(假想) 세계를 만들어 두고 그곳에 접속하려는 사람을 ‘전자 통신망 안의 주민’이라고 한다. 전자 통신망 세계의 특징은 현실 세계보다 주민(Netizen)이 더 큰 정보를 생산하거나 발신 능력을 가지고 있다고 말할 수 있다. 그곳에는 공간적, 시간적인 제한이 거의 없고 현실 세계에서는 곤란한 통신 형태가 여러 가지로 나타난다."
"네티켓, netiquette",동의어 : 망 예절,"통신망(network)과 예의범절(etiquette)의 합성어로, 네트워크를 사용하는 사용자(네티즌)들이 네트워크상에서 지키고 갖추어야 하는 예의범절. 핵심은 타인에게 불쾌감을 주지 않는다는 것이다. 타인을 비방하거나 중상모략하는 행위는 마땅히 중지되어야 하지만 가끔 물의를 일으키는 경우도 있다. 개인용 컴퓨터(PC) 특유의 문자(예약어)를 사용하면 컴퓨터상에서 고장을 일으킬 수 있으므로 사용을 금지하고 있다. 또 의미가 없는 메시지는 쓰지 말아야 하고 동일 문장을 여러 뉴스그룹에 투고(multi post)하지 말아야 하며, 영문에서는 특히 강조하고자 하는 사항이 없으면 대문자를 사용하지 않는다는 규칙이 있다"
"네퍼, neper",,"전류나 전압의 비를 로그로 나타내는 단위. 유럽에서 전송 단위로 많이 사용한다. 송단의 전류를 I1, 수단의 전류를 I2라고 할 때 aNp＝ln I2/I1이며, dB와의 관계는 1 Np＝8.686 dB, 1 dB＝0.115 Np이다."
"넥서스, nexus",,[컴] 연결 또는 상호 연결.[망] 어떤 통신 시스템의 접속 또는 상호 접속. 데이터 연결이나 기타 통신로와 노드의 네트워크 등을 말한다.
"넥스트스텝, NeXTSTEP",,"애플 컴퓨터 회사의 공동 설립자인 스티븐 잡스(Steven Jobs)가 1985년 설립한 넥스트사(Next Inc.,)에서 개발한 객체 지향형 운영 체계. 넥스트 워크스테이션에 사용하기 위하여 개발한 유닉스 계통의 운영 체계로서, 소프트웨어 개발을 마우스 조작에 의한 그래픽 방식으로 처리가 가능한 객체 지향형 기능을 제공하므로 프로그램 개발 기간을 단축할 수 있다."
"넥스트 컴퓨터 시스템, NeXT Computer System",,"미국의 넥스트사가 개발하여 1988년에 발표한 다기능 워크스테이션. 처음으로 광 디스크를 주기억 매체로 사용하고 디지털 신호 처리 장치(DSP) 기능을 내장하여 음향 기능이 뛰어나며, 카네기 멜론 대학에서 개발한 마크(Mach) 운영 체계를 사용하였다. 흔히 줄여서 넥스트(NeXT)라고 부른다."
"넷데이 USA, NetDay USA",,"미국 캘리포니아 주 1만 3,000여 개의 초등학교에 인터넷망을 구축하는 것을 목표로 추진한 ‘넷데이 96(NetDay 96)’을 미국 전역으로 확산시켜 2000년까지 미국 전역의 학교들을 인터넷망에 연결시키기 위해 실시한 운동."
"넷마스크, Netmask",,"IPv4의 IP 주소에서 네트워크 주소와 호스트 주소를 구분하는 32비트로 된 마스크. 하나의 예로서, '11111111 11111111 11111111 00000000'와 같이 8비트짜리 4개로 구성된 마스크로서 이를 10진법으로 표시하면 '255.255.255.0'이며, 이것이 곧 Class C의 호스트 주소들만을 서브넷으로 분리하여 선택하는 서브넷 마스크이다. IP 주소에서 마스크 비트가 '1'인 위치의 비트만 선택하고, 나머지에는 임의의 비트를 넣으면 호스트 주소의 범위가 구해지며, 호스트 주소에 따라 3가지 급(class)이 있다. &nbsp; Class A의 IP 주소는 0∼127로 시작되고, 호스트 수는 최대 16,777,216(256x256x256)개, Class B의 IP 주소는 128∼191로 시작되고, 호스트 수는 65,536(256x256)개, Class C의 IP 주소는 192∼233으로 시작되고, 호스트 수는 256개가 된다."
"넷맹, -盲, network illiterate",,통신 네트워크 환경에 대해 알지 못하는 사람. 넷맹이란 인터넷이나 통신망 같은 네트워크 환경에 대하여 잘 알지 못하는 사람이나 막연한 두려움을 가지고 있는 사람을 말한다. 컴퓨터 문맹인 컴맹과 비슷한 의미로 사용된다.
"넷미팅, NetMeeting",,"인터넷망에서 음성이나 회화(그림)로 대화하기 위한 통신 툴. 미국 마이크로소프트사의 제품으로 이 회사에서 내려받기할 수 있다. 넷미팅 이용자는 ‘이용자 위치 서버(uis.microsoft.com)’라는 서버로 대화 상대방을 탐색, 마이크와 스피커를 사용해서 전화하거나 문자로 채트(chat:잡담)하거나 흑판과 같은 화면에 문자 또는 회화를 그려서 대화를 한다. 또한 한쪽에서 상대방 개인용 컴퓨터(PC)의 애플리케이션을 사용하는 소프트웨어 공유 기능도 있다."
"넷바이오스, NetBIOS",,"미국 마이크로소프트사와 IBM사가 제공하고 있는 PC-LAN에서 사용되는 응용 프로그램 인터페이스(API). API로서만이 아닌 구내 정보 통신망(LAN)용 프로토콜의 기능도 가지고 있으며, 나중에 확장판에 해당하는 ‘NetBEUI(NetBIOS extended user interface)’가 등장하였다. 통신망에 참가하는 개인용 컴퓨터(PC) 등에 ‘NetBIOS명’을 부가해서 그 명칭을 근거로 통신을 실행하는데 현재 윈도 통신망의 기본형이 되어 있다."
"넷바이오스 확장 사용자 인터페이스, -擴張使用者-, NetBIOS Extended User Interface, NetBEUI",,"IBM사가 개발한 넷바이오스의 확장판. 넷바이오스 확장 사용자 인터페이스(NetBEUI)는 라우터를 통하지 않는 환경하에서 네트워크 내에서 프린터나 폴더의 공유가 가능하게 해 주는 프로토콜이다. 단일 랜 환경 내의 통신에서 TCP/IP, IPX 프로토콜에 비해 가장 좋은 성능을 발휘한다. 라우터를 통한 통신을 할 수 없기 때문에 TCP/IP, IPX와 맞추어 사용해야 한다."
"넷버스, Netbus",,"원격 공격자에게 피해 시스템에 대한 전체 권한을 부여하는 원격 조정 트로이 목마. 파일 업로드, 응용 프로그램 실행, 문서 유출, 파일 삭제 등을 수행하며, 일반적으로 일단 실행되면 특정 시스템 폴더에 자신을 복사한 후 운영 체계를 시작할 때마다 트로이 목마가 실행되어 레지스트리 값을 만든다. 또한, 피해 시스템에 키로거 파일을 삽입하여 사용자가 입력한 사항을 감시하고 기록한다."
"넷벤치, NetBench",,"윈도즈 클라이언트로부터 파일 서버 요청의 성능을 측정하는 벤치마크. 파일 서버 작업 로드를 시험하고 특정 하드웨어 및 소프트웨어의 수행 방식을 추정하는 것이다. 파일 서버에 대한 읽기, 쓰기, 변경, 삭제 등의 작업을 측정한다."
"넷북, Netbook",,"휴대형 미니 노트북 컴퓨터. 인터넷, 문서 작업, 이메일 등 컴퓨터의 기본적인 기능을 수행하면서 이동성을 갖도록 제작된 것이다. 9~10인치의 작은 디스플레이를 사용하고, 중앙 처리 장치(CPU)도 저전력 제품을 사용하며, 무게는 1~1.5kg 내외다. 성능이 일반 노트북 컴퓨터보다 떨어져 3차원 게임이나 동영상 편집에는 무리가 있지만, 저전력 CPU도 듀얼 코어가 개발되고 있어 성능 향상이 기대되고 있다."
"넷 서핑, net surfing",,인터넷상에서 정보를 찾아 검색하고 이용하는 과정을 파도타기에 비유하여 이르는 말. 특정 분야를 찾기보다는 관심 있는 주제나 흥미 있는 웹 사이트들을 대충 훑어보는 것을 가리키는 말로도 쓰인다.
"넷소싱, netsourcing",,"인터넷이나 다른 네트워크를 통해 정보 통신(IT) 응용 프로그램들을 조달하는 것. 복잡한 인프라, 훈련된 기술 인력 및 부가 가치 서비스를 결합하여 고객의 e-비즈니스 응용 프로그램을 지원하는 것이다. 아웃소싱이 비즈니스의 기본이 되어 기업 스스로 데이터 센터나 네트워크를 운영하지 않고 넷소싱에 의해 컴퓨터와 라우터, 광섬유 또는 기타 장비들을 사용한다."
"넷스케이프 내비게이터, Netscape Navigator",,"미국 넷스케이프 커뮤니케이션즈사에서 개발한 월드 와이드 웹(WWW) 브라우저의 명칭. 미국 실리콘 그래픽스사의 창업자인 짐 클라크가 일리노이 주립 대학교의 슈퍼컴퓨터 응용 연구소에서 WWW 브라우저 모자이크(Mosaic)를 개발한 마크 앤드리센 등 연구원들과 함께 회사를 설립하여, 1994년에 새로운 브라우저인 넷스케이프 내비게이터를 개발하였는데 모자이크를 대신하여 불과 2년 만에 사실상의 표준이 되었다. 한 때는 인터넷 브라우저 중에서 가장 많이 사용되는 WWW 브라우저의 하나이었으나 마이크로소프트사의 인터넷 익스플로러(Internet Explorer) 출현 이후 시장 점유율에서 뒤쳐지고 있다."
"넷스케이프 원, Netscape Open Network Environment, Netscape ONE",,"미국 넷스케이프 커뮤니케이션즈사가 1996년 7월에 발표한 인터넷, 인트라넷 지향 애플리케이션 개발 환경. 미국 마이크로소프트사의 ActiveX에 대항한 것으로 윈도즈 환경에 한정된 액티브엑스(ActiveX)에 대해서 자바(Java) 등의 구조를 최대한 이용한 것으로 플랫폼에 의존하지 않고 애플리케이션을 개발할 수 있다. 인터넷 관련 프로토콜인 Java, JavaScript 및 JavaBeans가 기본이 된다. 웹 브라우저인 넷스케이프 내비게이터나 웹 서버용 소프트웨어군인 넷스케이프 슈트 스폿(Netscape Suit Spot)상에서 실행 가능한 애플리케이션을 개발하는 플랫폼이 된다."
"넷스케이프 커뮤니케이터, Netscape Communicator",,"원래 미국 넷스케이프 커뮤니케이션즈사에서 넷스케이프 내비게이터라는 이름으로 판매한 월드 와이드 웹(WWW) 브라우저에 메일러의 Messenger, 그룹웨어의 Collabra, 푸시 콘텐츠 수신 소프트웨어의 Netcaster 등을 부가한 통합 클라이언트 제품. 버전 4.0부터 시작되는데 이중에서 내비게이터나 Messenger가 동적 하이퍼텍스트 마크업 언어(Dynamic HTML)에 대응하고 있다. 또한 넷스케이프 내비게이터 4.01에서는 Java 언어를 적극적으로 사용해서 어떤 플랫폼에서도 동일 기능이 사용되도록 하였다. 기업체 구내 정보 통신망(LAN)으로 보급이 시작된 인트라넷의 단말 클라이언트 소프트웨어로서 표준화를 목표로 하고 있다."
"넷엠디, Network Mini Disc, Net MD",,"미니 디스크(MD)의 차세대 버전. 암호화 저작권 보호 기술을 추가하여 복제 방지를 꾀하고, 네트워크 음악을 빠르게 저장하기 위해 유에스비(USB) 전송 규격을 수용하였으며, 녹음 시간을 획기적으로 개선하였다. 음악 데이터 인코딩 방식은 MD에서 사용하고 있는 적응 변환 음향 부호화(ATRAC: Adaptive TRansform Acoustic Coding)에 가변 압축율을 추가한 ATRAC3이다. 저장 매체는 MD와 같은 광디스크이며, 넷엠디 규격으로 저장된 MD는 구형 MD 플레이어에서도 재생된다. "
"넷위버, netweaver",,"비즈니스 및 데이터베이스의 포괄적인 통합을 위한 응용 프로그램 플랫폼. SAP사 제품으로 기존 정보 통신(IT) 인프라와 함께 연동해 변화에 대응하고, 새로운 비즈니스 전략과 프로세스를 유연하고 신속하게 설계·개발·구현·실행할 수 있다. 하이퍼텍스트 전송 규약(HTTP), 확장성 마크업 언어(XML) 및 웹 서비스와 같은 인터넷 표준을 수용함으로써 개방성은 물론 마이크로소프트사의 닷넷과 IBM사의 웹스피어와 같은 J2EE 환경과의 상호 운영성을 보장한다. 또한, mySAP 비즈니스 스위트 솔루션, SAP사 응용 프로그램, 사용자 자체 응용 프로그램 개발에 사용된다."
"넷투폰, Net2Phone",,인터넷을 이용하여 일반 전화기로 통화하는 방식. 일반적으로 인터넷 폰이라 하면 인터넷으로 서로 연결된 컴퓨터 사이의 전화 통화를 말한다. 그러나 이 같은 통화 방식은 전화할 시간을 서로 정하지 않으면 사실상 하기 힘들다. 넷투폰은 전화를 거는 컴퓨터와 상대방 전화기 사이에 컴퓨터에서 일반 전화로 전화를 걸어 주는 회사가 있어 가능하다. 전화 요금이 상대적으로 비싼 국제 전화의 경우 수익성이 있는 것으로 나타나 있다.
"넷폰, Netphone",,"무선 인터넷 기능을 갖춘 휴대폰. 스마트폰과 달리 일반 휴대 전화임에도 무선랜 서비스가 가능한 지역에선 무료로 무선 인터넷을 사용할 수 있는 휴대폰이다. 스마트폰에 내장된 컴퓨터(PC) 형태의 쿼티 자판이나 별도의 운영 체제(OS)는 없지만 무선랜이 부착되어 있어, 인터넷 사용이 가능한 것이 특징이다."
"넷프로너, Netrepreneur",,인터넷과 같은 정보 기술(IT)이 급속도로 발전하면서 인터넷 사업을 통해 돈을 벌기 위한 목적으로 인터넷 창업에 뛰어든 사업가. 인터넷(Internet)과 기업가를 뜻하는 안트러프러너(Entrepreneur)의 합성어이다.
"넷플릭스, Netflix",,"미국의 오버더톱(OTT) 사업자. 인터넷을 통한 동영상 서비스를 제공하는 오버더톱 사업자로 회사 설립 초기에는 DVD를 우편으로 배달하는 사업자였다. 지상파 방송사의 프로그램과 영화가 핵심 콘텐츠이다. TV, 컴퓨터, 스마트폰, 스마트패트 등을 이용하여 어디서나 영상물 시청이 가능하며, 동일 디바이스는 물론 기종이 다른 단말기에서도 이어보기가 가능하다."
"노 뉴 와이어즈, No-new-wires",,"홈 네트워크를 구성함에 있어 더 이상 복잡하게 새로운 배선을 하지 않고 기존의 전화선, 전기선, 텔리비전 케이블선, 라디오 전파 등을 사용해서 집안 전체를 관리하는 방법. 개인용 컴퓨터(PC)가 모든 정보 제공과 연락망의 역할은 물론 오락과 가전제품들을 제어해서 집을 자동화하는 단계로, PC가 모든 가전제품들을 주파수에 맞춰 조정하는 방법이다."
"노드, -, node","동의어 : 마디, 교점","①교환 회선들의 접합부로서 각종 공중 정보망의 데이터 교환점. ITU-T X.25 권고에서 노드는 패킷 교환기를 의미하고, 데이터 통신 시스템에서 정보 처리 기능 및 통신 기능을 하는 망 접속구로도 사용한다. 노드는 데이터의 송신원, 수신처 또는 중계점 중 하나로 실제로는 주 컴퓨터, 원격 처리 장치, 단말 장치 등이 노드에 해당한다. ②분산원장 네트워크의 구성 요소로서 원장을 생성하고 저장하는 참여자 서버. 분산원장 네트워크에서 노드는 다른 노드들과 통신하면서 분산원장에 포함될 새로운 기록을 검증하고 합의에 참여한다. 그렇게 합의된 새로운 기록을 원장에 추가하여 저장한다. 그럼으로써 노드는 분산원장을 생성, 유지, 저장하는 기능을 수행하며, 이용자들이 분산원장을 이용할 수 있게 제공한다.  노드는 원장 데이터의 보유 정도에 따라 전체 원장 데이터를 저장하는 완전 노드(full node)와 헤더 정보만을 보유하는 경량 노드(lightweight node)로 나눌 수 있다. 경량 노드는 채굴은 하지 않고 거래 검증만을 빠르게 수행하기 위하여 자신이 보유하지 않은 정보는 완전 노드에 추가 정보를 요청하여 검증을 수행한다.한편 기밀성을 제공하기 위해 노드 그룹을 설정하여 각 그룹에 소속된 노드들 간에서만 일부 원장 데이터를 공유하기도 한다. 이러한 노드 그룹을 채널(channel)이라고 한다. 전용(private) 분산원장 시스템에서는 노드가 수행하는 기능에 따라 거래를 전송하는 클라이언트(client) 노드, 합의 및 원장 관리를 수행하는 피어(peer) 노드, 거래 기록의 순서를 관리하는 오더러(orderer) 노드로 나누기도 한다.   * 참조 표준 - ISO/TS 20452:2007: 데이터 모델에서 노드는 한 선(link)의 종단점 또는 둘 이상의 선이 연결된 점을 말한다. - ISO 16484-5:2017: 네트워크에서 노드는 주소가 지정되어 통신 매체에 연결된 장치로 정의한다. 이는 데이터 모델에서 사용된 노드 개념의 연장선이다. - TTAS.KO-10.0420/R1: 분산 환경에서 컴포넌트 실행 프레임워크가 실행되는 각각의 컴퓨팅 환경을 노드 라 한다."
"노드닷제이에스, Node.js",,"서버 쪽 응용 프로그램 개발에 사용할 수 있는 자바스크립트 기반의 소프트웨어 플랫폼. 마이크로소프트 윈도우(MS Windows), 리눅스(Linux), 애플 맥오에스(macOS) 등 다양한 플랫폼에서 실행된다. 기존 자바스크립트(JavaScript)는 주로 HTML에 포함되어 클라이언트 쪽 응용 프로그램 개발에만 사용되어, 실시간 웹 소켓 통신이나 데이터베이스 입출력 등을 위한 서버 쪽 응용 프로그램은 피에이치피(PHP)와 같은 서버 스크립트로 언어로 개발해야 했다. 즉, 브라우저의 자바스크립트 엔진만이 자바스크립트 코드를 처리·실행할 수 있었다. ‘모든 곳에서 자바스크립트 사용(JavaScript everywhere)’이라는 비전에 따라 만들어진 Node.js 출현으로 자바스크립트 언어 하나만으로 웹 클라이언트 응용 프로그램과 서버 응용 프로그램 모두 개발할 수 있게 되었다. 넷플릭스(Netflix), 그루폰(Groupon), 링크드인(LinkedIn) 등 전 세계 웹 서비스에 많이 활용된다."
"노드 시스템, node system",,"노드에 설치되는 장치 전체를 총칭하는 용어. 통신 시스템은 정보를 원격지까지 운반하는 전송로와 목적지의 전송로를 선택하여 전송로를 연결 교체하는 교환기로 구성된다. 이것을 위상적(topological)인 방식으로 받아 들이면 전송로는 링크, 교환기는 노드에 대응한다. 노드 시스템에는 교환기 외에도 회선의 편집 장치도 포함된다."
"노드 주소, -住所, node address",,"네트워크 시스템 상의 노드를 정하기 위해 각각의 노드 기기에 부여한 주소. 예를 들면, TCP/IP를 사용한 인터넷이나 인트라넷의 노드가 있는데, 라우터 식별을 위해서 사용하는 IP 주소가 노드 주소이다. 라우터가 중계하는 패킷의 송출 경로를 결정하는데 사용하는 경로표에는 인접한 노드의 IP 주소가 기록되어 있다. 사설 인터넷 프로토콜 주소(private IP address)를 사용하는 인트라넷과 전역 IP 주소를 사용하고 있는 인터넷을 연결하기 위해서는 노드 주소를 접속점에서 변환해야 한다. →IP 주소"
"노매딕 디바이스, Nomadic Device",,"차량 장착 멀티미디어 기기. 차량 부착 때와 외부 휴대 시 어느 때라도 양방향 네트워크상에 존재할 수 있도록 지원하는 기기로 차량 운전 시에는 사고 정보, 혼잡 정보, 경고 시스템 등의 각종 정보 데이터를 실시간으로 제공한다. 국제표준화기구(ISO) 지능형 교통 시스템(ITS) 분과에서 노마딕 디바이스 서비스 규정 및 차량 간 전용 통신 기술 등에 대하여 국제 표준화를 추진 중이다."
"노모포비아, Nomophobia",동의어 : 휴대폰 중독증,노(no)와 모바일폰(mobilephone)과 포비아(phobia)의 합성어로 휴대 전화가 없으면 불안해지고 심지어 공포심까지 느끼는 증상.
"노벨 도스, Novell Disk Operating System, Novell DOS",,"미국의 디지털 리서치(Digital Research)사가 개발하여 DR-DOS라는 이름으로 1988년에 발매한 MS-DOS와 호환성이 있는 운영 체계. 1991년에 노벨사가 디지털 리서치사를 인수하였기 때문에 1994년에 발매된 새로운 버전부터 노벨 도스로 이름이 바뀌었다. 최신 버전인 노벨 도스 7은 네트웨어(NetWare) 클라이언트 지원, 동등 계층 통신망(peer-to-peer network) 관리, 파일 압축, 선점형 다중 작업(preemptive multitasking) 기능 등을 추가하여 DR-DOS의 기능을 대폭 개선한 것이며, 이것을 끝으로 노벨 도스의 기능 개선이나 개발은 중단되었다. 흔히 약어로 부른다."
"노스브리지, northbridge",,주기판에 사용하는 칩 세트 구성 요소의 하나. PCI 버스(주변 장치 버스)를 채용한 시스템에서 CPU와 PCI 버스를 접속하는 시스템 제어기(host bridge)를 지칭한다. 노스브리지에는 주기억 장치나 2차 캐시 기억 장치의 제어기를 탑재한 것이 많다.
"노스우드, Northwood",,"인텔사가 개발한 펜티엄 4 프로세스 코어의 코드명 중 하나. 초기 펜티엄 4 프로세스는 선의 굵기가 0.18미크론인 윌라메트(Willamette) 방식으로 만들어졌으나 최근에는 0.13미크론인 노스우드 방식으로 만들어지고 있다. 윌라메트에 비해 저전력으로 동작하고, 크기가 작고, 가격이 저렴하다. L2 캐시가 512kB, 2.2GHz로 처음 출시되었으나 계속 코드명 뒤에 B, C 등이 붙는 형태로 버전이 올라가고 있으며, 이에 따라 캐시량과 버스 수치가 높아지고 있다."
"노아 기상 방송, -氣象放送, NOAA weather radio, NWR",,"미국 해양기상청(NOAA: National Oceanic and Atmospheric Administration)에서 운용하는 긴급 재난 방송국. 기상 상태, 예보, 태풍 경보를 목적으로 하지만 지진, 화산 폭발, 산불 정보도 방송한다. 이 방송을 수신하려면 전용 수신기가 필요하고, 재난이 발생하면 자동으로 경보와 함께 재난 정보와 지역을 방송한다. 사용 주파수대는 초단파대에서 다양한 채널을 이용한다."
"노어 플래시 메모리, NOR Flash Memory",,"반도체 셀들이 병렬로 연결된 구조로 된 플래시 메모리. NOR는 OR의 부정으로 NOT과 OR를 결합한 용어이다. 노어 플래시 메모리는 셀이 병렬로 구성되어 있고, 각 셀이 어드레스 라인과 데이터 라인으로 연결되어 있다. 이로 인해 필요로 하는 셀에 바로 접근할 수 있어 데이터 읽기 속도가 빠르다. 반면 어드레스 및 데이터 라인이 있어 회로가 복잡하고 차지하는 공간이 넓어 집적도가 떨어진다. 이러한 특성 때문에 노어 플래시 메모리는 휴대전화 및 가전제품의 운용체계 등 빠른 속도의 정보 추출을 요구하는 프로그램 코드를 저장하는데 주로 쓰인다. 국내 기술로 이러한 단점을 보완한 원뿔 구조의 NOR 플래시 메모리 소자가 개발되었다."
"노에스큐엘, non SQL, NoSQL",동의어 : Not only SQL,"빅 데이터 처리을 위한 비관계형 데이터베이스 관리 시스템(DBMS). 전통적인 관계형 데이터베이스 관리 시스템(RDBMS)와는 다르게 설계된 비관계형(non-relational) DBMS로, 대규모의 데이터를 유연하게 처리할 수 있는 것이 강점이다. 노에스큐엘(NoSQL)은 테이블-컬럼과 같은 스키마 없이, 분산 환경에서 단순 검색 및 추가 작업을 위한 키 값을 최적화하고, 지연(latency)과 처리율(throughput)이 우수하다. 그리고 대규모 확대가 가능한 수평적인 확장성의 특징을 가지고 있다. NoSQL에 기반을 둔 시스템의 대표적인 예로는 아파치 카산드라(Apache Cassandra), 하둡(Hadoop), 몽고디비(MongoDB) 등이 있다."
"노 웨이트, no wait",,"중앙 처리 장치(CPU)가 데이터 처리를 위해 기억 장치(memory)로부터 데이터 전송이 완료될 때까지 기다릴 필요가 없는 것. 클럭 수가 높은 CPU가 클럭 수가 낮은 기억 장치로부터 데이터를 전송받을 때 기억 장치로부터 데이터 전송이 완료되기를 기다리게 되는 메모리 웨이트(memory wait) 현상이 발생한다. 하지만 최근에는 기억 장치의 동작 속도가 빨라져서 이러한 대기 시간이 필요 없는 노 웨이트 기억 장치가 생산되고 있으며, 비싸지만 컴퓨터의 처리 속도를 향상시킨다."
"노이, Noy",,"소음 정도를 나타내는 단위. 910 ~ 1,090 헤르츠 안에 불규칙 잡음으로 0.0002 마이크로바(microbar)보다 40dB 높은 것이 1노이며, 항공기나 자동차 따위의 소음 정도를 나타내는 단위로, 소음은 음압(音壓), 소리 성분, 발생 시기, 지속 시간에 따라서도 달라지지만 소음에 노출된 사람이 쉬거나 어떤 일을 하는가 하는 사람의 상태 여부에 따라서도 다르게 느낀다."
"노이만형 컴퓨터, -型-, Neumann type computer",,"1946년 노이만(J. von Neumann)이 고안한 컴퓨터 구조를 바탕으로 제작된 컴퓨터. 프로그램과 데이터를 기억 장치에 함께 기억하고, 기억하고 있는 프로그램의 명령문을 차례로 실행하며, 2진수 처리를 기본으로 한다. 이것에 대해서 비(非)노이만형 컴퓨터는 노이만형 컴퓨터에 없는 기능, 상반되는 기능 또는 개량된 기능을 갖는 컴퓨터로 데이터 흐름 컴퓨터(Data flow computer)가 대표적이다."
